"Me","3415","0","0","0","0","0","0","0","0","0","0","","","","",""
"Player","1049","0","0","0","0","0","0","0","0","0","0","","","","",""
"Sergio","100","0","0","0","0","0","0","0","0","0","0","","","","",""
"Player1","2629","0","0","0","0","0","0","0","0","0","0","","","","",""
